counterfactual_id,event_id,subscription_id,candidate_type,candidate_datetime,recovery_probability_latent,recovered_within_14d,recovered_at,recovered_via,amount_recovered
cfo_SYN000025,evt_SYN000005,sub_SYN00002,immediate,2026-06-05 12:45:00,0.55036,False,,none,0.0
cfo_SYN000026,evt_SYN000005,sub_SYN00002,plus_1_day_morning,2026-06-06 10:50:00,0.597261,False,,none,0.0
cfo_SYN000027,evt_SYN000005,sub_SYN00002,payday_window,2026-06-28 10:00:00,0.846206,False,,none,0.0
cfo_SYN000028,evt_SYN000005,sub_SYN00002,plus_3_days,2026-06-08 16:27:00,0.729967,True,2026-06-19 11:43:00,customer_self_serve,418.0
cfo_SYN000029,evt_SYN000005,sub_SYN00002,month_end_window,2026-06-30 14:00:00,0.655281,False,,none,0.0
cfo_SYN000030,evt_SYN000006,sub_SYN00003,immediate,2026-05-04 18:27:00,0.833454,True,2026-05-09 06:41:00,auto_retry,410.0
cfo_SYN000031,evt_SYN000006,sub_SYN00003,plus_1_day_morning,2026-05-05 09:09:00,0.91474,True,2026-05-05 21:53:00,auto_retry,410.0
cfo_SYN000032,evt_SYN000006,sub_SYN00003,payday_window,2026-05-29 10:00:00,0.929409,False,,none,0.0
cfo_SYN000033,evt_SYN000006,sub_SYN00003,plus_3_days,2026-05-07 14:29:00,0.944957,True,2026-05-08 11:07:00,auto_retry,410.0
cfo_SYN000034,evt_SYN000006,sub_SYN00003,month_end_window,2026-05-31 14:00:00,0.969857,False,,none,0.0
cfo_SYN000035,evt_SYN000007,sub_SYN00004,immediate,2026-05-16 12:48:00,0.963701,True,2026-05-18 05:23:00,customer_self_serve,827.0
cfo_SYN000036,evt_SYN000007,sub_SYN00004,plus_1_day_morning,2026-05-17 11:32:00,0.837095,True,2026-05-17 12:52:00,auto_retry,827.0
cfo_SYN000037,evt_SYN000007,sub_SYN00004,payday_window,2026-05-29 10:00:00,0.928374,True,2026-05-30 12:09:00,customer_self_serve,827.0
cfo_SYN000038,evt_SYN000007,sub_SYN00004,plus_3_days,2026-05-19 15:41:00,0.938814,True,2026-05-19 21:42:00,auto_retry,827.0
cfo_SYN000039,evt_SYN000007,sub_SYN00004,month_end_window,2026-05-31 14:00:00,0.919833,False,,none,0.0
cfo_SYN000040,evt_SYN000008,sub_SYN00005,immediate,2025-12-15 15:21:00,0.074304,False,,none,0.0
cfo_SYN000041,evt_SYN000008,sub_SYN00005,plus_1_day_morning,2025-12-16 10:53:00,0.102159,False,,none,0.0
cfo_SYN000042,evt_SYN000008,sub_SYN00005,payday_window,2025-12-29 10:00:00,0.178608,True,2025-12-29 14:43:00,customer_self_serve,327.0
cfo_SYN000043,evt_SYN000008,sub_SYN00005,plus_3_days,2025-12-18 15:51:00,0.244735,False,,none,0.0
cfo_SYN000044,evt_SYN000008,sub_SYN00005,month_end_window,2025-12-31 14:00:00,0.155022,False,,none,0.0
cfo_SYN000045,evt_SYN000009,sub_SYN00006,immediate,2025-06-08 11:57:00,0.101544,False,,none,0.0
cfo_SYN000046,evt_SYN000009,sub_SYN00006,plus_1_day_morning,2025-06-09 10:39:00,0.288093,False,,none,0.0
cfo_SYN000047,evt_SYN000009,sub_SYN00006,payday_window,2025-06-28 10:00:00,0.559208,False,,none,0.0
cfo_SYN000048,evt_SYN000009,sub_SYN00006,plus_3_days,2025-06-11 18:58:00,0.148751,False,,none,0.0
cfo_SYN000049,evt_SYN000009,sub_SYN00006,month_end_window,2025-06-30 14:00:00,0.285121,False,,none,0.0
cfo_SYN000050,evt_SYN000010,sub_SYN00006,immediate,2025-07-02 00:05:00,0.330782,False,,none,0.0
cfo_SYN000051,evt_SYN000010,sub_SYN00006,plus_1_day_morning,2025-07-02 09:55:00,0.264057,False,,none,0.0
cfo_SYN000052,evt_SYN000010,sub_SYN00006,payday_window,2025-07-02 10:00:00,0.203578,False,,none,0.0
cfo_SYN000053,evt_SYN000010,sub_SYN00006,plus_3_days,2025-07-04 17:06:00,0.075387,False,,none,0.0
cfo_SYN000054,evt_SYN000010,sub_SYN00006,month_end_window,2025-07-31 14:00:00,0.369017,False,,none,0.0
cfo_SYN000055,evt_SYN000011,sub_SYN00007,immediate,2026-01-08 10:49:00,0.283686,True,2026-01-17 21:01:00,auto_retry,496.0
cfo_SYN000056,evt_SYN000011,sub_SYN00007,plus_1_day_morning,2026-01-09 09:42:00,0.449678,False,,none,0.0
cfo_SYN000057,evt_SYN000011,sub_SYN00007,payday_window,2026-01-29 10:00:00,0.501645,False,,none,0.0
cfo_SYN000058,evt_SYN000011,sub_SYN00007,plus_3_days,2026-01-11 14:18:00,0.68237,False,,none,0.0
cfo_SYN000059,evt_SYN000011,sub_SYN00007,month_end_window,2026-01-31 14:00:00,0.690387,False,,none,0.0
cfo_SYN000060,evt_SYN000012,sub_SYN00007,immediate,2026-01-23 22:06:00,0.276418,False,,none,0.0
cfo_SYN000061,evt_SYN000012,sub_SYN00007,plus_1_day_morning,2026-01-24 11:21:00,0.409826,False,,none,0.0
cfo_SYN000062,evt_SYN000012,sub_SYN00007,payday_window,2026-01-29 10:00:00,0.629562,True,2026-01-30 21:32:00,auto_retry,496.0
cfo_SYN000063,evt_SYN000012,sub_SYN00007,plus_3_days,2026-01-26 11:06:00,0.29758,True,2026-01-26 18:25:00,customer_self_serve,496.0
cfo_SYN000064,evt_SYN000012,sub_SYN00007,month_end_window,2026-01-31 14:00:00,0.729943,True,2026-02-05 06:29:00,auto_retry,496.0
cfo_SYN000065,evt_SYN000013,sub_SYN00007,immediate,2026-02-16 03:07:00,0.691225,False,,none,0.0
cfo_SYN000066,evt_SYN000013,sub_SYN00007,plus_1_day_morning,2026-02-17 08:02:00,0.563437,True,2026-02-26 03:15:00,customer_self_serve,496.0
cfo_SYN000067,evt_SYN000013,sub_SYN00007,payday_window,2026-02-26 10:00:00,0.403225,True,2026-03-02 02:44:00,auto_retry,496.0
cfo_SYN000068,evt_SYN000013,sub_SYN00007,plus_3_days,2026-02-19 14:32:00,0.478194,True,2026-03-02 02:44:00,auto_retry,496.0
cfo_SYN000069,evt_SYN000013,sub_SYN00007,month_end_window,2026-02-28 14:00:00,0.525698,False,,none,0.0
cfo_SYN000070,evt_SYN000014,sub_SYN00008,immediate,2025-01-24 17:39:00,0.926915,True,2025-01-26 13:36:00,customer_self_serve,124.0
cfo_SYN000071,evt_SYN000014,sub_SYN00008,plus_1_day_morning,2025-01-25 10:11:00,0.914589,True,2025-01-27 18:57:00,auto_retry,124.0
cfo_SYN000072,evt_SYN000014,sub_SYN00008,payday_window,2025-01-29 10:00:00,0.976549,True,2025-01-30 04:41:00,customer_self_serve,124.0
cfo_SYN000073,evt_SYN000014,sub_SYN00008,plus_3_days,2025-01-27 16:26:00,0.98,True,2025-01-28 21:26:00,auto_retry,118.69
cfo_SYN000074,evt_SYN000014,sub_SYN00008,month_end_window,2025-01-31 14:00:00,0.885483,True,2025-01-31 22:06:00,auto_retry,124.0
cfo_SYN000075,evt_SYN000015,sub_SYN00009,immediate,2025-08-06 17:32:00,0.802245,True,2025-08-09 17:12:00,auto_retry,682.0
cfo_SYN000076,evt_SYN000015,sub_SYN00009,plus_1_day_morning,2025-08-07 10:39:00,0.853894,True,2025-08-07 12:19:00,auto_retry,682.0
cfo_SYN000077,evt_SYN000015,sub_SYN00009,payday_window,2025-08-29 10:00:00,0.861365,False,,none,0.0
cfo_SYN000078,evt_SYN000015,sub_SYN00009,plus_3_days,2025-08-09 13:09:00,0.846956,True,2025-08-10 11:44:00,auto_retry,682.0
cfo_SYN000079,evt_SYN000015,sub_SYN00009,month_end_window,2025-08-31 14:00:00,0.806622,False,,none,0.0
cfo_SYN000080,evt_SYN000016,sub_SYN00010,immediate,2025-11-08 14:27:00,0.924165,True,2025-11-09 05:53:00,auto_retry,116.55
cfo_SYN000081,evt_SYN000016,sub_SYN00010,plus_1_day_morning,2025-11-09 11:09:00,0.972005,True,2025-11-09 22:03:00,auto_retry,125.0
cfo_SYN000082,evt_SYN000016,sub_SYN00010,payday_window,2025-11-28 10:00:00,0.844293,False,,none,0.0
cfo_SYN000083,evt_SYN000016,sub_SYN00010,plus_3_days,2025-11-11 12:40:00,0.963707,True,2025-11-11 23:22:00,auto_retry,125.0
cfo_SYN000084,evt_SYN000016,sub_SYN00010,month_end_window,2025-11-30 14:00:00,0.970779,False,,none,0.0
cfo_SYN000085,evt_SYN000017,sub_SYN00011,immediate,2026-06-19 20:16:00,0.041148,False,,none,0.0
cfo_SYN000086,evt_SYN000017,sub_SYN00011,plus_1_day_morning,2026-06-20 11:22:00,0.10415,False,,none,0.0
cfo_SYN000087,evt_SYN000017,sub_SYN00011,payday_window,2026-06-28 10:00:00,0.058639,False,,none,0.0
cfo_SYN000088,evt_SYN000017,sub_SYN00011,plus_3_days,2026-06-22 18:22:00,0.093277,False,,none,0.0
cfo_SYN000089,evt_SYN000017,sub_SYN00011,month_end_window,2026-06-30 14:00:00,0.030883,True,2026-07-01 22:30:00,customer_self_serve,186.25
cfo_SYN000090,evt_SYN000018,sub_SYN00012,immediate,2026-06-04 09:19:00,0.46064,True,2026-06-09 18:49:00,auto_retry,483.0
cfo_SYN000091,evt_SYN000018,sub_SYN00012,plus_1_day_morning,2026-06-05 10:39:00,0.882375,True,2026-06-08 01:57:00,auto_retry,449.91
cfo_SYN000092,evt_SYN000018,sub_SYN00012,payday_window,2026-06-28 10:00:00,0.919461,False,,none,0.0
cfo_SYN000093,evt_SYN000018,sub_SYN00012,plus_3_days,2026-06-07 19:05:00,0.928748,True,2026-06-07 22:38:00,auto_retry,483.0
cfo_SYN000094,evt_SYN000018,sub_SYN00012,month_end_window,2026-06-30 14:00:00,0.962897,False,,none,0.0
cfo_SYN000095,evt_SYN000019,sub_SYN00012,immediate,2026-07-01 14:39:00,0.721997,True,2026-07-02 03:24:00,auto_retry,483.0
cfo_SYN000096,evt_SYN000019,sub_SYN00012,plus_1_day_morning,2026-07-02 10:24:00,0.961984,True,2026-07-04 08:31:00,auto_retry,483.0
cfo_SYN000097,evt_SYN000019,sub_SYN00012,payday_window,2026-07-02 10:00:00,0.850701,False,,none,0.0
cfo_SYN000098,evt_SYN000019,sub_SYN00012,plus_3_days,2026-07-04 11:17:00,0.673442,True,2026-07-06 09:28:00,auto_retry,483.0
cfo_SYN000099,evt_SYN000019,sub_SYN00012,month_end_window,2026-07-31 14:00:00,0.763009,False,,none,0.0
cfo_SYN000100,evt_SYN000020,sub_SYN00012,immediate,2026-07-27 16:47:00,0.309401,False,,none,0.0
cfo_SYN000101,evt_SYN000020,sub_SYN00012,plus_1_day_morning,2026-07-28 10:46:00,0.891155,True,2026-07-28 15:34:00,auto_retry,483.0
cfo_SYN000102,evt_SYN000020,sub_SYN00012,payday_window,2026-07-29 10:00:00,0.907093,True,2026-08-01 16:01:00,auto_retry,483.0
cfo_SYN000103,evt_SYN000020,sub_SYN00012,plus_3_days,2026-07-30 13:02:00,0.906753,True,2026-08-03 15:44:00,customer_self_serve,483.0
cfo_SYN000104,evt_SYN000020,sub_SYN00012,month_end_window,2026-07-31 14:00:00,0.894662,True,2026-08-02 23:46:00,customer_self_serve,483.0
cfo_SYN000105,evt_SYN000021,sub_SYN00013,immediate,2026-06-04 07:52:00,0.333934,False,,none,0.0
cfo_SYN000106,evt_SYN000021,sub_SYN00013,plus_1_day_morning,2026-06-05 11:36:00,0.474832,True,2026-06-18 06:19:00,customer_self_serve,708.0
cfo_SYN000107,evt_SYN000021,sub_SYN00013,payday_window,2026-06-28 10:00:00,0.637886,False,,none,0.0
cfo_SYN000108,evt_SYN000021,sub_SYN00013,plus_3_days,2026-06-07 09:24:00,0.62747,True,2026-06-09 16:23:00,auto_retry,708.0
cfo_SYN000109,evt_SYN000021,sub_SYN00013,month_end_window,2026-06-30 14:00:00,0.671835,False,,none,0.0
cfo_SYN000110,evt_SYN000022,sub_SYN00013,immediate,2026-07-03 05:02:00,0.411212,False,,none,0.0
cfo_SYN000111,evt_SYN000022,sub_SYN00013,plus_1_day_morning,2026-07-04 11:29:00,0.753743,False,,none,0.0
cfo_SYN000112,evt_SYN000022,sub_SYN00013,payday_window,2026-07-29 10:00:00,0.334511,False,,none,0.0
cfo_SYN000113,evt_SYN000022,sub_SYN00013,plus_3_days,2026-07-06 09:42:00,0.387432,True,2026-07-07 09:47:00,auto_retry,674.39
cfo_SYN000114,evt_SYN000022,sub_SYN00013,month_end_window,2026-07-31 14:00:00,0.656773,False,,none,0.0
cfo_SYN000115,evt_SYN000023,sub_SYN00013,immediate,2026-08-14 18:12:00,0.240743,True,2026-08-19 18:49:00,auto_retry,708.0
cfo_SYN000116,evt_SYN000023,sub_SYN00013,plus_1_day_morning,2026-08-15 08:24:00,0.457615,False,,none,0.0
cfo_SYN000117,evt_SYN000023,sub_SYN00013,payday_window,2026-08-29 10:00:00,0.3492,False,,none,0.0
cfo_SYN000118,evt_SYN000023,sub_SYN00013,plus_3_days,2026-08-17 09:07:00,0.366155,True,2026-08-19 21:41:00,customer_self_serve,640.23
cfo_SYN000119,evt_SYN000023,sub_SYN00013,month_end_window,2026-08-31 14:00:00,0.452987,False,,none,0.0
cfo_SYN000120,evt_SYN000024,sub_SYN00014,immediate,2026-05-10 06:13:00,0.772651,True,2026-05-10 14:43:00,auto_retry,838.0
cfo_SYN000121,evt_SYN000024,sub_SYN00014,plus_1_day_morning,2026-05-11 08:16:00,0.830461,True,2026-05-13 09:31:00,auto_retry,838.0
cfo_SYN000122,evt_SYN000024,sub_SYN00014,payday_window,2026-05-29 10:00:00,0.926938,False,,none,0.0
cfo_SYN000123,evt_SYN000024,sub_SYN00014,plus_3_days,2026-05-13 16:22:00,0.902788,True,2026-05-15 09:52:00,auto_retry,838.0
cfo_SYN000124,evt_SYN000024,sub_SYN00014,month_end_window,2026-05-31 14:00:00,0.851526,False,,none,0.0
cfo_SYN000125,evt_SYN000025,sub_SYN00015,immediate,2026-06-05 06:12:00,0.884831,True,2026-06-05 10:30:00,auto_retry,165.0
cfo_SYN000126,evt_SYN000025,sub_SYN00015,plus_1_day_morning,2026-06-06 10:51:00,0.927467,True,2026-06-06 15:43:00,customer_self_serve,165.0
cfo_SYN000127,evt_SYN000025,sub_SYN00015,payday_window,2026-06-28 10:00:00,0.870984,False,,none,0.0
cfo_SYN000128,evt_SYN000025,sub_SYN00015,plus_3_days,2026-06-08 15:18:00,0.975162,True,2026-06-08 21:03:00,auto_retry,165.0
cfo_SYN000129,evt_SYN000025,sub_SYN00015,month_end_window,2026-06-30 14:00:00,0.946894,False,,none,0.0
cfo_SYN000130,evt_SYN000026,sub_SYN00016,immediate,2026-03-26 01:41:00,0.385405,False,,none,0.0
cfo_SYN000131,evt_SYN000026,sub_SYN00016,plus_1_day_morning,2026-03-27 09:00:00,0.930499,True,2026-04-01 07:49:00,auto_retry,198.0
cfo_SYN000132,evt_SYN000026,sub_SYN00016,payday_window,2026-03-29 10:00:00,0.98,True,2026-04-09 00:04:00,auto_retry,198.0
cfo_SYN000133,evt_SYN000026,sub_SYN00016,plus_3_days,2026-03-29 16:43:00,0.892076,False,,none,0.0
cfo_SYN000134,evt_SYN000026,sub_SYN00016,month_end_window,2026-03-31 14:00:00,0.954757,True,2026-03-31 22:07:00,auto_retry,198.0
cfo_SYN000135,evt_SYN000027,sub_SYN00016,immediate,2026-04-26 00:38:00,0.464108,False,,none,0.0
cfo_SYN000136,evt_SYN000027,sub_SYN00016,plus_1_day_morning,2026-04-27 09:00:00,0.885628,True,2026-05-06 07:13:00,auto_retry,198.0
cfo_SYN000137,evt_SYN000027,sub_SYN00016,payday_window,2026-04-28 10:00:00,0.596351,True,2026-04-28 14:30:00,auto_retry,198.0
cfo_SYN000138,evt_SYN000027,sub_SYN00016,plus_3_days,2026-04-29 14:26:00,0.928445,True,2026-05-02 14:40:00,auto_retry,185.94
cfo_SYN000139,evt_SYN000027,sub_SYN00016,month_end_window,2026-04-30 14:00:00,0.948478,True,2026-05-05 18:37:00,auto_retry,198.0
cfo_SYN000140,evt_SYN000028,sub_SYN00017,immediate,2025-07-25 12:15:00,0.951852,True,2025-07-29 13:09:00,auto_retry,2782.0
cfo_SYN000141,evt_SYN000028,sub_SYN00017,plus_1_day_morning,2025-07-26 10:40:00,0.801035,True,2025-07-26 14:11:00,auto_retry,2782.0
cfo_SYN000142,evt_SYN000028,sub_SYN00017,payday_window,2025-07-29 10:00:00,0.762383,True,2025-08-02 19:36:00,customer_self_serve,2782.0
cfo_SYN000143,evt_SYN000028,sub_SYN00017,plus_3_days,2025-07-28 13:47:00,0.914948,True,2025-07-28 17:08:00,auto_retry,2782.0
cfo_SYN000144,evt_SYN000028,sub_SYN00017,month_end_window,2025-07-31 14:00:00,0.950394,True,2025-08-04 15:52:00,auto_retry,2782.0
cfo_SYN000145,evt_SYN000029,sub_SYN00018,immediate,2025-09-29 18:19:00,0.357173,False,,none,0.0
cfo_SYN000146,evt_SYN000029,sub_SYN00018,plus_1_day_morning,2025-09-30 09:39:00,0.733823,False,,none,0.0
cfo_SYN000147,evt_SYN000029,sub_SYN00018,payday_window,2025-09-30 10:00:00,0.754317,True,2025-10-05 11:55:00,auto_retry,141.0
cfo_SYN000148,evt_SYN000029,sub_SYN00018,plus_3_days,2025-10-02 10:50:00,0.597337,True,2025-10-06 04:15:00,auto_retry,141.0
cfo_SYN000149,evt_SYN000029,sub_SYN00018,month_end_window,2025-09-30 14:00:00,0.546007,False,,none,0.0
cfo_SYN000150,evt_SYN000030,sub_SYN00018,immediate,2025-10-20 10:57:00,0.21356,False,,none,0.0
cfo_SYN000151,evt_SYN000030,sub_SYN00018,plus_1_day_morning,2025-10-21 09:14:00,0.129263,False,,none,0.0
cfo_SYN000152,evt_SYN000030,sub_SYN00018,payday_window,2025-10-29 10:00:00,0.477545,False,,none,0.0
cfo_SYN000153,evt_SYN000030,sub_SYN00018,plus_3_days,2025-10-23 17:00:00,0.250816,False,,none,0.0
cfo_SYN000154,evt_SYN000030,sub_SYN00018,month_end_window,2025-10-31 14:00:00,0.437899,True,2025-11-03 09:43:00,customer_self_serve,141.0
cfo_SYN000155,evt_SYN000031,sub_SYN00018,immediate,2025-11-21 18:43:00,0.42794,True,2025-11-22 08:40:00,auto_retry,141.0
cfo_SYN000156,evt_SYN000031,sub_SYN00018,plus_1_day_morning,2025-11-22 10:28:00,0.350362,False,,none,0.0
cfo_SYN000157,evt_SYN000031,sub_SYN00018,payday_window,2025-11-28 10:00:00,0.35292,False,,none,0.0
cfo_SYN000158,evt_SYN000031,sub_SYN00018,plus_3_days,2025-11-24 10:22:00,0.435685,False,,none,0.0
cfo_SYN000159,evt_SYN000031,sub_SYN00018,month_end_window,2025-11-30 14:00:00,0.66185,True,2025-12-05 05:00:00,auto_retry,141.0
cfo_SYN000160,evt_SYN000032,sub_SYN00019,immediate,2025-02-20 19:56:00,0.770474,True,2025-02-22 18:01:00,auto_retry,164.0
cfo_SYN000161,evt_SYN000032,sub_SYN00019,plus_1_day_morning,2025-02-21 09:31:00,0.60102,True,2025-02-22 06:29:00,auto_retry,164.0
cfo_SYN000162,evt_SYN000032,sub_SYN00019,payday_window,2025-02-26 10:00:00,0.942887,True,2025-02-26 12:06:00,auto_retry,164.0
cfo_SYN000163,evt_SYN000032,sub_SYN00019,plus_3_days,2025-02-23 10:43:00,0.975232,True,2025-03-06 14:39:00,auto_retry,164.0
cfo_SYN000164,evt_SYN000032,sub_SYN00019,month_end_window,2025-02-28 14:00:00,0.978525,True,2025-03-02 08:11:00,customer_self_serve,164.0
cfo_SYN000165,evt_SYN000033,sub_SYN00020,immediate,2025-10-15 19:27:00,0.40461,True,2025-10-29 19:07:00,auto_retry,127.07
cfo_SYN000166,evt_SYN000033,sub_SYN00020,plus_1_day_morning,2025-10-16 08:17:00,0.307778,False,,none,0.0
cfo_SYN000167,evt_SYN000033,sub_SYN00020,payday_window,2025-10-29 10:00:00,0.792104,True,2025-10-29 19:07:00,customer_self_serve,135.0
cfo_SYN000168,evt_SYN000033,sub_SYN00020,plus_3_days,2025-10-18 13:16:00,0.295139,False,,none,0.0
cfo_SYN000169,evt_SYN000033,sub_SYN00020,month_end_window,2025-10-31 14:00:00,0.752666,False,,none,0.0
cfo_SYN000170,evt_SYN000034,sub_SYN00020,immediate,2025-11-24 22:51:00,0.411571,False,,none,0.0
cfo_SYN000171,evt_SYN000034,sub_SYN00020,plus_1_day_morning,2025-11-25 09:02:00,0.582634,False,,none,0.0
cfo_SYN000172,evt_SYN000034,sub_SYN00020,payday_window,2025-11-28 10:00:00,0.395698,True,2025-12-03 07:13:00,customer_self_serve,135.0
cfo_SYN000173,evt_SYN000034,sub_SYN00020,plus_3_days,2025-11-27 14:07:00,0.801685,True,2025-12-08 21:13:00,auto_retry,135.0
cfo_SYN000174,evt_SYN000034,sub_SYN00020,month_end_window,2025-11-30 14:00:00,0.793433,True,2025-12-05 12:07:00,auto_retry,135.0
cfo_SYN000175,evt_SYN000035,sub_SYN00020,immediate,2026-01-02 22:31:00,0.464879,True,2026-01-03 00:48:00,auto_retry,135.0
cfo_SYN000176,evt_SYN000035,sub_SYN00020,plus_1_day_morning,2026-01-03 10:37:00,0.887512,True,2026-01-03 17:59:00,auto_retry,121.5
cfo_SYN000177,evt_SYN000035,sub_SYN00020,payday_window,2026-01-03 10:00:00,0.41756,False,,none,0.0
cfo_SYN000178,evt_SYN000035,sub_SYN00020,plus_3_days,2026-01-05 16:22:00,0.723541,True,2026-01-12 05:58:00,customer_self_serve,135.0
cfo_SYN000179,evt_SYN000035,sub_SYN00020,month_end_window,2026-01-31 14:00:00,0.695433,False,,none,0.0
cfo_SYN000180,evt_SYN000036,sub_SYN00020,immediate,2026-02-01 13:33:00,0.583597,True,2026-02-01 18:51:00,auto_retry,135.0
cfo_SYN000181,evt_SYN000036,sub_SYN00020,plus_1_day_morning,2026-02-02 08:22:00,0.663637,False,,none,0.0
cfo_SYN000182,evt_SYN000036,sub_SYN00020,payday_window,2026-02-02 10:00:00,0.431497,False,,none,0.0
cfo_SYN000183,evt_SYN000036,sub_SYN00020,plus_3_days,2026-02-04 11:02:00,0.703113,False,,none,0.0
cfo_SYN000184,evt_SYN000036,sub_SYN00020,month_end_window,2026-02-28 14:00:00,0.825584,False,,none,0.0
cfo_SYN000185,evt_SYN000037,sub_SYN00021,immediate,2025-05-26 14:10:00,0.362417,True,2025-05-27 19:29:00,auto_retry,402.0
cfo_SYN000186,evt_SYN000037,sub_SYN00021,plus_1_day_morning,2025-05-27 08:36:00,0.890355,True,2025-05-30 00:38:00,auto_retry,402.0
cfo_SYN000187,evt_SYN000037,sub_SYN00021,payday_window,2025-05-29 10:00:00,0.640322,True,2025-05-30 09:52:00,customer_self_serve,402.0
cfo_SYN000188,evt_SYN000037,sub_SYN00021,plus_3_days,2025-05-29 18:47:00,0.891089,True,2025-05-30 13:09:00,auto_retry,402.0
cfo_SYN000189,evt_SYN000037,sub_SYN00021,month_end_window,2025-05-31 14:00:00,0.828792,True,2025-06-02 00:47:00,auto_retry,402.0
cfo_SYN000190,evt_SYN000038,sub_SYN00022,immediate,2026-03-27 19:41:00,0.083386,False,,none,0.0
cfo_SYN000191,evt_SYN000038,sub_SYN00022,plus_1_day_morning,2026-03-28 08:39:00,0.123958,False,,none,0.0
cfo_SYN000192,evt_SYN000038,sub_SYN00022,payday_window,2026-03-29 10:00:00,0.372763,False,,none,0.0
cfo_SYN000193,evt_SYN000038,sub_SYN00022,plus_3_days,2026-03-30 15:29:00,0.074269,False,,none,0.0
cfo_SYN000194,evt_SYN000038,sub_SYN00022,month_end_window,2026-03-31 14:00:00,0.052308,False,,none,0.0
cfo_SYN000195,evt_SYN000039,sub_SYN00023,immediate,2025-05-10 20:24:00,0.495065,True,2025-05-13 06:43:00,customer_self_serve,764.49
cfo_SYN000196,evt_SYN000039,sub_SYN00023,plus_1_day_morning,2025-05-11 08:50:00,0.287818,False,,none,0.0
cfo_SYN000197,evt_SYN000039,sub_SYN00023,payday_window,2025-05-29 10:00:00,0.548146,False,,none,0.0
cfo_SYN000198,evt_SYN000039,sub_SYN00023,plus_3_days,2025-05-13 18:43:00,0.602876,True,2025-05-14 19:49:00,customer_self_serve,874.0
cfo_SYN000199,evt_SYN000039,sub_SYN00023,month_end_window,2025-05-31 14:00:00,0.167774,False,,none,0.0
