retry_candidate_id,event_id,subscription_id,candidate_type,candidate_datetime,offset_hours_from_failure,day_of_week,is_payday_aligned,is_month_end_aligned
rtc_SYN000051,evt_SYN000010,sub_SYN00004,plus_1_day_morning,2026-03-29 08:40:00,9.23,Sunday,True,False
rtc_SYN000052,evt_SYN000010,sub_SYN00004,payday_window,2026-03-29 10:00:00,10.57,Sunday,True,False
rtc_SYN000053,evt_SYN000010,sub_SYN00004,plus_3_days,2026-03-31 14:13:00,62.78,Tuesday,True,True
rtc_SYN000054,evt_SYN000010,sub_SYN00004,month_end_window,2026-03-31 18:00:00,66.57,Tuesday,True,True
rtc_SYN000055,evt_SYN000011,sub_SYN00005,immediate,2026-04-07 13:07:00,1.6,Tuesday,False,False
rtc_SYN000056,evt_SYN000011,sub_SYN00005,plus_1_day_morning,2026-04-08 08:13:00,20.7,Wednesday,False,False
rtc_SYN000057,evt_SYN000011,sub_SYN00005,payday_window,2026-04-28 10:00:00,502.48,Tuesday,True,False
rtc_SYN000058,evt_SYN000011,sub_SYN00005,plus_3_days,2026-04-10 14:02:00,74.52,Friday,False,False
rtc_SYN000059,evt_SYN000011,sub_SYN00005,month_end_window,2026-04-30 18:00:00,558.48,Thursday,True,True
rtc_SYN000060,evt_SYN000012,sub_SYN00006,immediate,2026-03-13 20:50:00,0.82,Friday,False,False
rtc_SYN000061,evt_SYN000012,sub_SYN00006,plus_1_day_morning,2026-03-14 11:56:00,15.92,Saturday,False,False
rtc_SYN000062,evt_SYN000012,sub_SYN00006,payday_window,2026-03-29 10:00:00,373.98,Sunday,True,False
rtc_SYN000063,evt_SYN000012,sub_SYN00006,plus_3_days,2026-03-16 18:19:00,70.3,Monday,False,False
rtc_SYN000064,evt_SYN000012,sub_SYN00006,month_end_window,2026-03-31 18:00:00,429.98,Tuesday,True,True
rtc_SYN000065,evt_SYN000013,sub_SYN00006,immediate,2026-04-04 06:39:00,0.2,Saturday,True,False
rtc_SYN000066,evt_SYN000013,sub_SYN00006,plus_1_day_morning,2026-04-05 11:22:00,28.92,Sunday,False,False
rtc_SYN000067,evt_SYN000013,sub_SYN00006,payday_window,2026-04-28 10:00:00,579.55,Tuesday,True,False
rtc_SYN000068,evt_SYN000013,sub_SYN00006,plus_3_days,2026-04-07 17:07:00,82.67,Tuesday,False,False
rtc_SYN000069,evt_SYN000013,sub_SYN00006,month_end_window,2026-04-30 18:00:00,635.55,Thursday,True,True
rtc_SYN000070,evt_SYN000014,sub_SYN00007,immediate,2026-03-26 19:54:00,1.35,Thursday,False,False
rtc_SYN000071,evt_SYN000014,sub_SYN00007,plus_1_day_morning,2026-03-27 10:55:00,16.37,Friday,False,False
rtc_SYN000072,evt_SYN000014,sub_SYN00007,payday_window,2026-03-29 10:00:00,63.45,Sunday,True,False
rtc_SYN000073,evt_SYN000014,sub_SYN00007,plus_3_days,2026-03-29 10:24:00,63.85,Sunday,True,False
rtc_SYN000074,evt_SYN000014,sub_SYN00007,month_end_window,2026-03-31 18:00:00,119.45,Tuesday,True,True
rtc_SYN000075,evt_SYN000015,sub_SYN00007,immediate,2026-04-19 18:04:00,1.97,Sunday,False,False
rtc_SYN000076,evt_SYN000015,sub_SYN00007,plus_1_day_morning,2026-04-20 09:39:00,17.55,Monday,False,False
rtc_SYN000077,evt_SYN000015,sub_SYN00007,payday_window,2026-04-28 10:00:00,209.9,Tuesday,True,False
rtc_SYN000078,evt_SYN000015,sub_SYN00007,plus_3_days,2026-04-22 10:43:00,66.62,Wednesday,False,False
rtc_SYN000079,evt_SYN000015,sub_SYN00007,month_end_window,2026-04-30 18:00:00,265.9,Thursday,True,True
rtc_SYN000080,evt_SYN000016,sub_SYN00008,immediate,2025-09-15 11:48:00,0.6,Monday,False,False
rtc_SYN000081,evt_SYN000016,sub_SYN00008,plus_1_day_morning,2025-09-16 10:52:00,23.67,Tuesday,False,False
rtc_SYN000082,evt_SYN000016,sub_SYN00008,payday_window,2025-09-28 10:00:00,310.8,Sunday,True,False
rtc_SYN000083,evt_SYN000016,sub_SYN00008,plus_3_days,2025-09-18 16:28:00,77.27,Thursday,False,False
rtc_SYN000084,evt_SYN000016,sub_SYN00008,month_end_window,2025-09-30 18:00:00,366.8,Tuesday,True,True
rtc_SYN000085,evt_SYN000017,sub_SYN00009,immediate,2025-01-01 23:30:00,0.43,Wednesday,True,False
rtc_SYN000086,evt_SYN000017,sub_SYN00009,plus_1_day_morning,2025-01-02 09:50:00,10.77,Thursday,True,False
rtc_SYN000087,evt_SYN000017,sub_SYN00009,payday_window,2025-01-02 10:00:00,10.93,Thursday,True,False
rtc_SYN000088,evt_SYN000017,sub_SYN00009,plus_3_days,2025-01-04 11:39:00,60.58,Saturday,True,False
rtc_SYN000089,evt_SYN000017,sub_SYN00009,month_end_window,2025-01-31 18:00:00,714.93,Friday,True,True
rtc_SYN000090,evt_SYN000018,sub_SYN00010,immediate,2026-06-11 14:38:00,1.0,Thursday,False,False
rtc_SYN000091,evt_SYN000018,sub_SYN00010,plus_1_day_morning,2026-06-12 09:42:00,20.07,Friday,False,False
rtc_SYN000092,evt_SYN000018,sub_SYN00010,payday_window,2026-06-28 10:00:00,404.37,Sunday,True,False
rtc_SYN000093,evt_SYN000018,sub_SYN00010,plus_3_days,2026-06-14 12:17:00,70.65,Sunday,False,False
rtc_SYN000094,evt_SYN000018,sub_SYN00010,month_end_window,2026-06-30 18:00:00,460.37,Tuesday,True,True
rtc_SYN000095,evt_SYN000019,sub_SYN00011,immediate,2026-05-31 02:01:00,1.08,Sunday,True,True
rtc_SYN000096,evt_SYN000019,sub_SYN00011,plus_1_day_morning,2026-06-01 11:51:00,34.92,Monday,True,False
rtc_SYN000097,evt_SYN000019,sub_SYN00011,payday_window,2026-06-01 10:00:00,33.07,Monday,True,False
rtc_SYN000098,evt_SYN000019,sub_SYN00011,plus_3_days,2026-06-03 15:39:00,86.72,Wednesday,True,False
rtc_SYN000099,evt_SYN000019,sub_SYN00011,month_end_window,2026-06-30 18:00:00,737.07,Tuesday,True,True
rtc_SYN000100,evt_SYN000020,sub_SYN00012,immediate,2026-05-24 14:30:00,1.58,Sunday,False,False
rtc_SYN000101,evt_SYN000020,sub_SYN00012,plus_1_day_morning,2026-05-25 09:15:00,20.33,Monday,False,False
rtc_SYN000102,evt_SYN000020,sub_SYN00012,payday_window,2026-05-29 10:00:00,117.08,Friday,True,False
rtc_SYN000103,evt_SYN000020,sub_SYN00012,plus_3_days,2026-05-27 14:37:00,73.7,Wednesday,False,False
rtc_SYN000104,evt_SYN000020,sub_SYN00012,month_end_window,2026-05-31 18:00:00,173.08,Sunday,True,True
rtc_SYN000105,evt_SYN000021,sub_SYN00012,immediate,2026-07-07 22:57:00,1.32,Tuesday,False,False
rtc_SYN000106,evt_SYN000021,sub_SYN00012,plus_1_day_morning,2026-07-08 08:46:00,11.13,Wednesday,False,False
rtc_SYN000107,evt_SYN000021,sub_SYN00012,payday_window,2026-07-29 10:00:00,516.37,Wednesday,True,False
rtc_SYN000108,evt_SYN000021,sub_SYN00012,plus_3_days,2026-07-10 13:52:00,64.23,Friday,False,False
rtc_SYN000109,evt_SYN000021,sub_SYN00012,month_end_window,2026-07-31 18:00:00,572.37,Friday,True,True
rtc_SYN000110,evt_SYN000022,sub_SYN00013,immediate,2026-06-03 20:18:00,1.47,Wednesday,True,False
rtc_SYN000111,evt_SYN000022,sub_SYN00013,plus_1_day_morning,2026-06-04 11:37:00,16.78,Thursday,True,False
rtc_SYN000112,evt_SYN000022,sub_SYN00013,payday_window,2026-06-28 10:00:00,591.17,Sunday,True,False
rtc_SYN000113,evt_SYN000022,sub_SYN00013,plus_3_days,2026-06-06 14:11:00,67.35,Saturday,False,False
rtc_SYN000114,evt_SYN000022,sub_SYN00013,month_end_window,2026-06-30 18:00:00,647.17,Tuesday,True,True
rtc_SYN000115,evt_SYN000023,sub_SYN00013,immediate,2026-06-20 22:20:00,0.83,Saturday,False,False
rtc_SYN000116,evt_SYN000023,sub_SYN00013,plus_1_day_morning,2026-06-21 11:22:00,13.87,Sunday,False,False
rtc_SYN000117,evt_SYN000023,sub_SYN00013,payday_window,2026-06-28 10:00:00,180.5,Sunday,True,False
rtc_SYN000118,evt_SYN000023,sub_SYN00013,plus_3_days,2026-06-23 09:14:00,59.73,Tuesday,False,False
rtc_SYN000119,evt_SYN000023,sub_SYN00013,month_end_window,2026-06-30 18:00:00,236.5,Tuesday,True,True
rtc_SYN000120,evt_SYN000024,sub_SYN00013,immediate,2026-08-02 16:20:00,1.22,Sunday,True,False
rtc_SYN000121,evt_SYN000024,sub_SYN00013,plus_1_day_morning,2026-08-03 10:59:00,19.87,Monday,True,False
rtc_SYN000122,evt_SYN000024,sub_SYN00013,payday_window,2026-08-03 10:00:00,18.88,Monday,True,False
rtc_SYN000123,evt_SYN000024,sub_SYN00013,plus_3_days,2026-08-05 19:31:00,76.4,Wednesday,False,False
rtc_SYN000124,evt_SYN000024,sub_SYN00013,month_end_window,2026-08-31 18:00:00,698.88,Monday,True,True
rtc_SYN000125,evt_SYN000025,sub_SYN00013,immediate,2026-08-26 17:24:00,1.13,Wednesday,False,False
rtc_SYN000126,evt_SYN000025,sub_SYN00013,plus_1_day_morning,2026-08-27 11:02:00,18.77,Thursday,False,False
rtc_SYN000127,evt_SYN000025,sub_SYN00013,payday_window,2026-08-29 10:00:00,65.73,Saturday,True,False
rtc_SYN000128,evt_SYN000025,sub_SYN00013,plus_3_days,2026-08-29 15:28:00,71.2,Saturday,True,False
rtc_SYN000129,evt_SYN000025,sub_SYN00013,month_end_window,2026-08-31 18:00:00,121.73,Monday,True,True
rtc_SYN000130,evt_SYN000026,sub_SYN00014,immediate,2026-04-14 05:26:00,1.58,Tuesday,False,False
rtc_SYN000131,evt_SYN000026,sub_SYN00014,plus_1_day_morning,2026-04-15 11:39:00,31.8,Wednesday,False,False
rtc_SYN000132,evt_SYN000026,sub_SYN00014,payday_window,2026-04-28 10:00:00,342.15,Tuesday,True,False
rtc_SYN000133,evt_SYN000026,sub_SYN00014,plus_3_days,2026-04-17 16:41:00,84.83,Friday,False,False
rtc_SYN000134,evt_SYN000026,sub_SYN00014,month_end_window,2026-04-30 18:00:00,398.15,Thursday,True,True
rtc_SYN000135,evt_SYN000027,sub_SYN00015,immediate,2025-05-10 22:26:00,1.18,Saturday,False,False
rtc_SYN000136,evt_SYN000027,sub_SYN00015,plus_1_day_morning,2025-05-11 08:17:00,11.03,Sunday,False,False
rtc_SYN000137,evt_SYN000027,sub_SYN00015,payday_window,2025-05-29 10:00:00,444.75,Thursday,True,False
rtc_SYN000138,evt_SYN000027,sub_SYN00015,plus_3_days,2025-05-13 17:37:00,68.37,Tuesday,False,False
rtc_SYN000139,evt_SYN000027,sub_SYN00015,month_end_window,2025-05-31 18:00:00,500.75,Saturday,True,True
rtc_SYN000140,evt_SYN000028,sub_SYN00016,immediate,2026-03-18 09:51:00,0.53,Wednesday,False,False
rtc_SYN000141,evt_SYN000028,sub_SYN00016,plus_1_day_morning,2026-03-19 11:58:00,26.65,Thursday,False,False
rtc_SYN000142,evt_SYN000028,sub_SYN00016,payday_window,2026-03-29 10:00:00,264.68,Sunday,True,False
rtc_SYN000143,evt_SYN000028,sub_SYN00016,plus_3_days,2026-03-21 15:13:00,77.9,Saturday,False,False
rtc_SYN000144,evt_SYN000028,sub_SYN00016,month_end_window,2026-03-31 18:00:00,320.68,Tuesday,True,True
rtc_SYN000145,evt_SYN000029,sub_SYN00016,immediate,2026-04-13 16:21:00,1.87,Monday,False,False
rtc_SYN000146,evt_SYN000029,sub_SYN00016,plus_1_day_morning,2026-04-14 08:25:00,17.93,Tuesday,False,False
rtc_SYN000147,evt_SYN000029,sub_SYN00016,payday_window,2026-04-28 10:00:00,355.52,Tuesday,True,False
rtc_SYN000148,evt_SYN000029,sub_SYN00016,plus_3_days,2026-04-16 18:31:00,76.03,Thursday,False,False
rtc_SYN000149,evt_SYN000029,sub_SYN00016,month_end_window,2026-04-30 18:00:00,411.52,Thursday,True,True
rtc_SYN000150,evt_SYN000030,sub_SYN00016,immediate,2026-05-15 12:07:00,0.53,Friday,False,False
rtc_SYN000151,evt_SYN000030,sub_SYN00016,plus_1_day_morning,2026-05-16 08:21:00,20.77,Saturday,False,False
rtc_SYN000152,evt_SYN000030,sub_SYN00016,payday_window,2026-05-29 10:00:00,334.42,Friday,True,False
rtc_SYN000153,evt_SYN000030,sub_SYN00016,plus_3_days,2026-05-18 16:42:00,77.12,Monday,False,False
rtc_SYN000154,evt_SYN000030,sub_SYN00016,month_end_window,2026-05-31 18:00:00,390.42,Sunday,True,True
rtc_SYN000155,evt_SYN000031,sub_SYN00017,immediate,2025-11-23 15:41:00,0.5,Sunday,False,False
rtc_SYN000156,evt_SYN000031,sub_SYN00017,plus_1_day_morning,2025-11-24 08:42:00,17.52,Monday,False,False
rtc_SYN000157,evt_SYN000031,sub_SYN00017,payday_window,2025-11-28 10:00:00,114.82,Friday,True,False
rtc_SYN000158,evt_SYN000031,sub_SYN00017,plus_3_days,2025-11-26 10:03:00,66.87,Wednesday,False,False
rtc_SYN000159,evt_SYN000031,sub_SYN00017,month_end_window,2025-11-30 18:00:00,170.82,Sunday,True,True
rtc_SYN000160,evt_SYN000032,sub_SYN00018,immediate,2025-11-24 06:35:00,1.0,Monday,False,False
rtc_SYN000161,evt_SYN000032,sub_SYN00018,plus_1_day_morning,2025-11-25 10:14:00,28.65,Tuesday,False,False
rtc_SYN000162,evt_SYN000032,sub_SYN00018,payday_window,2025-11-28 10:00:00,100.42,Friday,True,False
rtc_SYN000163,evt_SYN000032,sub_SYN00018,plus_3_days,2025-11-27 11:14:00,77.65,Thursday,True,False
rtc_SYN000164,evt_SYN000032,sub_SYN00018,month_end_window,2025-11-30 18:00:00,156.42,Sunday,True,True
rtc_SYN000165,evt_SYN000033,sub_SYN00018,immediate,2025-12-14 08:15:00,0.73,Sunday,False,False
rtc_SYN000166,evt_SYN000033,sub_SYN00018,plus_1_day_morning,2025-12-15 08:00:00,24.48,Monday,False,False
rtc_SYN000167,evt_SYN000033,sub_SYN00018,payday_window,2025-12-29 10:00:00,362.48,Monday,True,False
rtc_SYN000168,evt_SYN000033,sub_SYN00018,plus_3_days,2025-12-17 13:01:00,77.5,Wednesday,False,False
rtc_SYN000169,evt_SYN000033,sub_SYN00018,month_end_window,2025-12-31 18:00:00,418.48,Wednesday,True,True
rtc_SYN000170,evt_SYN000034,sub_SYN00018,immediate,2026-01-17 11:49:00,0.68,Saturday,False,False
rtc_SYN000171,evt_SYN000034,sub_SYN00018,plus_1_day_morning,2026-01-18 10:01:00,22.88,Sunday,False,False
rtc_SYN000172,evt_SYN000034,sub_SYN00018,payday_window,2026-01-29 10:00:00,286.87,Thursday,True,False
rtc_SYN000173,evt_SYN000034,sub_SYN00018,plus_3_days,2026-01-20 15:37:00,76.48,Tuesday,False,False
rtc_SYN000174,evt_SYN000034,sub_SYN00018,month_end_window,2026-01-31 18:00:00,342.87,Saturday,True,True
rtc_SYN000175,evt_SYN000035,sub_SYN00019,immediate,2026-04-25 07:04:00,1.17,Saturday,False,False
rtc_SYN000176,evt_SYN000035,sub_SYN00019,plus_1_day_morning,2026-04-26 10:48:00,28.9,Sunday,False,False
rtc_SYN000177,evt_SYN000035,sub_SYN00019,payday_window,2026-04-28 10:00:00,76.1,Tuesday,True,False
rtc_SYN000178,evt_SYN000035,sub_SYN00019,plus_3_days,2026-04-28 09:10:00,75.27,Tuesday,True,False
rtc_SYN000179,evt_SYN000035,sub_SYN00019,month_end_window,2026-04-30 18:00:00,132.1,Thursday,True,True
rtc_SYN000180,evt_SYN000036,sub_SYN00019,immediate,2026-05-23 01:33:00,0.68,Saturday,False,False
rtc_SYN000181,evt_SYN000036,sub_SYN00019,plus_1_day_morning,2026-05-24 10:52:00,34.0,Sunday,False,False
rtc_SYN000182,evt_SYN000036,sub_SYN00019,payday_window,2026-05-29 10:00:00,153.13,Friday,True,False
rtc_SYN000183,evt_SYN000036,sub_SYN00019,plus_3_days,2026-05-26 19:34:00,90.7,Tuesday,False,False
rtc_SYN000184,evt_SYN000036,sub_SYN00019,month_end_window,2026-05-31 18:00:00,209.13,Sunday,True,True
rtc_SYN000185,evt_SYN000037,sub_SYN00020,immediate,2026-05-27 19:25:00,0.87,Wednesday,False,False
rtc_SYN000186,evt_SYN000037,sub_SYN00020,plus_1_day_morning,2026-05-28 09:03:00,14.5,Thursday,True,False
rtc_SYN000187,evt_SYN000037,sub_SYN00020,payday_window,2026-05-29 10:00:00,39.45,Friday,True,False
rtc_SYN000188,evt_SYN000037,sub_SYN00020,plus_3_days,2026-05-30 14:30:00,67.95,Saturday,True,True
rtc_SYN000189,evt_SYN000037,sub_SYN00020,month_end_window,2026-05-31 18:00:00,95.45,Sunday,True,True
rtc_SYN000190,evt_SYN000038,sub_SYN00020,immediate,2026-06-17 23:35:00,0.47,Wednesday,False,False
rtc_SYN000191,evt_SYN000038,sub_SYN00020,plus_1_day_morning,2026-06-18 11:48:00,12.68,Thursday,False,False
rtc_SYN000192,evt_SYN000038,sub_SYN00020,payday_window,2026-06-28 10:00:00,250.88,Sunday,True,False
rtc_SYN000193,evt_SYN000038,sub_SYN00020,plus_3_days,2026-06-20 12:54:00,61.78,Saturday,False,False
rtc_SYN000194,evt_SYN000038,sub_SYN00020,month_end_window,2026-06-30 18:00:00,306.88,Tuesday,True,True
rtc_SYN000195,evt_SYN000039,sub_SYN00020,immediate,2026-07-27 00:57:00,0.28,Monday,False,False
rtc_SYN000196,evt_SYN000039,sub_SYN00020,plus_1_day_morning,2026-07-28 11:46:00,35.1,Tuesday,True,False
rtc_SYN000197,evt_SYN000039,sub_SYN00020,payday_window,2026-07-29 10:00:00,57.33,Wednesday,True,False
rtc_SYN000198,evt_SYN000039,sub_SYN00020,plus_3_days,2026-07-30 11:39:00,82.98,Thursday,True,True
rtc_SYN000199,evt_SYN000039,sub_SYN00020,month_end_window,2026-07-31 18:00:00,113.33,Friday,True,True
rtc_SYN000200,evt_SYN000040,sub_SYN00021,immediate,2025-06-18 23:56:00,0.67,Wednesday,False,False
rtc_SYN000201,evt_SYN000040,sub_SYN00021,plus_1_day_morning,2025-06-19 11:09:00,11.88,Thursday,False,False
rtc_SYN000202,evt_SYN000040,sub_SYN00021,payday_window,2025-06-28 10:00:00,226.73,Saturday,True,False
rtc_SYN000203,evt_SYN000040,sub_SYN00021,plus_3_days,2025-06-21 11:18:00,60.03,Saturday,False,False
rtc_SYN000204,evt_SYN000040,sub_SYN00021,month_end_window,2025-06-30 18:00:00,282.73,Monday,True,True
rtc_SYN000205,evt_SYN000041,sub_SYN00022,immediate,2026-05-03 14:01:00,0.45,Sunday,True,False
rtc_SYN000206,evt_SYN000041,sub_SYN00022,plus_1_day_morning,2026-05-04 09:36:00,20.03,Monday,True,False
rtc_SYN000207,evt_SYN000041,sub_SYN00022,payday_window,2026-05-29 10:00:00,620.43,Friday,True,False
rtc_SYN000208,evt_SYN000041,sub_SYN00022,plus_3_days,2026-05-06 15:33:00,73.98,Wednesday,False,False
rtc_SYN000209,evt_SYN000041,sub_SYN00022,month_end_window,2026-05-31 18:00:00,676.43,Sunday,True,True
rtc_SYN000210,evt_SYN000042,sub_SYN00023,immediate,2025-04-14 05:37:00,0.43,Monday,False,False
rtc_SYN000211,evt_SYN000042,sub_SYN00023,plus_1_day_morning,2025-04-15 08:55:00,27.73,Tuesday,False,False
rtc_SYN000212,evt_SYN000042,sub_SYN00023,payday_window,2025-04-28 10:00:00,340.82,Monday,True,False
rtc_SYN000213,evt_SYN000042,sub_SYN00023,plus_3_days,2025-04-17 11:06:00,77.92,Thursday,False,False
rtc_SYN000214,evt_SYN000042,sub_SYN00023,month_end_window,2025-04-30 18:00:00,396.82,Wednesday,True,True
rtc_SYN000215,evt_SYN000043,sub_SYN00023,immediate,2025-05-08 17:11:00,0.95,Thursday,False,False
rtc_SYN000216,evt_SYN000043,sub_SYN00023,plus_1_day_morning,2025-05-09 08:20:00,16.1,Friday,False,False
rtc_SYN000217,evt_SYN000043,sub_SYN00023,payday_window,2025-05-29 10:00:00,497.77,Thursday,True,False
rtc_SYN000218,evt_SYN000043,sub_SYN00023,plus_3_days,2025-05-11 18:16:00,74.03,Sunday,False,False
rtc_SYN000219,evt_SYN000043,sub_SYN00023,month_end_window,2025-05-31 18:00:00,553.77,Saturday,True,True
rtc_SYN000220,evt_SYN000044,sub_SYN00023,immediate,2025-06-03 06:42:00,1.42,Tuesday,True,False
rtc_SYN000221,evt_SYN000044,sub_SYN00023,plus_1_day_morning,2025-06-04 09:21:00,28.07,Wednesday,True,False
rtc_SYN000222,evt_SYN000044,sub_SYN00023,payday_window,2025-06-28 10:00:00,604.72,Saturday,True,False
rtc_SYN000223,evt_SYN000044,sub_SYN00023,plus_3_days,2025-06-06 16:35:00,83.3,Friday,False,False
rtc_SYN000224,evt_SYN000044,sub_SYN00023,month_end_window,2025-06-30 18:00:00,660.72,Monday,True,True
rtc_SYN000225,evt_SYN000045,sub_SYN00024,immediate,2025-04-02 22:54:00,0.68,Wednesday,True,False
rtc_SYN000226,evt_SYN000045,sub_SYN00024,plus_1_day_morning,2025-04-03 08:55:00,10.7,Thursday,True,False
rtc_SYN000227,evt_SYN000045,sub_SYN00024,payday_window,2025-04-03 10:00:00,11.78,Thursday,True,False
rtc_SYN000228,evt_SYN000045,sub_SYN00024,plus_3_days,2025-04-05 10:57:00,60.73,Saturday,False,False
